"","Response_01","Response_02","Response_03","Response_04","Response_05","Response_06","Response_07","Response_08","Response_09","Response_10","Response_11","Response_12","Response_13","Response_14","Response_15","Response_16","Response_17","Response_18","Response_19","Response_20","Response_21","Response_22","Response_23","Response_24","Response_25","Response_26","Response_27","Response_28","Response_29","Response_30","Response_31","Response_32","Response_33","Response_34","Response_35","Response_36","Response_37","Response_38","Response_39","Response_40","Response_41","Response_42","Response_43","Response_44","Response_45","Response_46","Response_47","Response_48","Response_49","Response_50","Response_51","Response_52","Response_53","Response_54","Response_55","Response_56","Response_57","Response_58","Response_59","Response_60","Response_61","Response_62","Response_63","Response_64","Response_65","Response_66","Response_67","Response_68","Response_69","Response_70","Response_71"
"530","giraffe","cat","toad","frog","cheetah","tiger","monkey","chimpanzee","ape","gorilla","zebra","horse","hamster","ewe","cougar","wolf","rat","mouse","moose","antelope","polar bear","black bear","fish","shark","orca","great white shark","sting ray","eel","human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","goose","cat","dog","moose","giraffe","cow","weasel","toad","frog","horse","blue jay","rhinoceros","chipmunk","flying squirrel","antelope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","tiger","panda","dog","cat","lion","seal","elephant","mouse","kangaroo","buffalo","jaguar","deer","elk","mammal","horse","donkey","moose","giraffe","monkey","gorilla","chimpanzee","shark","sting ray","whale","dolphin","fish","lizard","alligator","grizzly bear","bat","bobcat","poodle","maltese","shihtzu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","tiger","lion","pet","snake","bird","peacock","lizard","mammal","walrus","fish","bass","python","polar bear","boa constrictor","frog","insect","ant","fly","salmon","giraffe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","dog","cat","cow","bird","fish","frog","lizard","elephant","cheetah","kangaroo","eagle","dove","snake","fly","hamster","seal","seahorse","sloth","monkey","lion","penguin","tuna","shark","jellyfish","crab","clam","hummingbird","falcon","pigeon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","dog","cat","bird","lion","bunny","pig","donkey","elephant","fish","turtle","hamster","mouse","cow","goat","bear","squirrel","tiger","cheetah","lizard","snake","panda","kangaroo","giraffe","penguin","hedgehog","deer","antelope","rat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","kiwi bird","emu","bird","salmon","bear","dog","owl","goose","panda","lemur","lion","gazelle","human","horse","cat","donkey","mule","deer","moose","fox","polar bear","koala","kangaroo","gorilla","monkey","tasmanian devil","dingo","whale","dolphin","shark","clownfish","sting ray","eel","crocodile","alligator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","cat","mouse","fish","goldfish","rat","starfish","bird","eagle","hawk","pigeon","lion","tiger","anteater","quail","rhinoceros","elephant","zebra","yak","snake","cobra","toad","frog","salamander","shark","alligator","crocodile","whale","humpback whale","liger","falcon","bunny","hare","jackrabbit","newt","hippopotamus","cheetah","mammoth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","cheetah","jaguar","dog","cat","fish","turtle","tortoise","horse","rhinoceros","bear","seal","giraffe","koala","monkey","mule","donkey","cow","chicken","whale","shark","zebra","tiger","elephant","spider","insect","snake","pony","pig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","cat","horse","kangaroo","hamster","rat","monkey","giraffe","zebra","elephant","rhinoceros","mouse","turtle","dolphin","shark","fish","seal","whale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","cat","dog","mouse","fish","deer","jaguar","cheetah","giraffe","elephant","wolf","eagle","bird","hawk","snail","monkey","hippopotamus","elk","buffalo","bear","polar bear","pig","cow","goat","sheep","horse","bobcat","camel","penguin","seal","rat","human","llama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","panda","cat","dog","rat","mouse","tiger","fox","pig","horse","cow","chicken","rhinoceros","bull","hen","fish","octopus","squid","whale","elephant","shark","dolphin","platypus","baboon","monkey","gorilla","wolf","snake","human","elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","zebra","lion","leopard","koala","tiger","liger","human","hippopotamus","lemur","elephant","seagull","tilapia","kangaroo","bear","meerkat","sea otter","penguin","pelican","llama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","mammal","reptile","dinosaur","frog","giraffe","lion","dog","cat","mountain lion","mammoth","sloth","panda","snake","insect","spider","gorilla","monkey","fish","shark","eel","shrimp","crawfish","crab","lobster","butterfly","bird","pigeon","hawk","tyrannosaurus rex","cobra","sting ray","whale","polar bear","bear","quail","cougar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","lion","dog","zebra","cat","elephant","tiger","pig","monkey","squirrel","bear","deer","wolf","muskrat","leopard","wolverine","black bear","polar bear","sasquatch","coyote","jaguar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","bird","hawk","falcon","pigeon","seagull","vulture","crow","raven","hummingbird","toucan","lion","tiger","cougar","cheetah","cat","fish","ant","fly","eel","shark","flounder","goldfish","clam","oyster","jellyfish","crab","lobster","turtle","monkey","chimpanzee","gorilla","ape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","ocelot","cat","dog","mouse","rat","turtle","bee","cockroach","slug","monkey","gorilla","baboon","lion","elephant","zebra","horse","giraffe","hippopotamus","goose","snake","gecko","owl","jaguar","rhinoceros","pig","warthog","hog","koala","kangaroo","sloth","whale","rabbit","bunny","alligator","tiger","bear","deer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","cat","dog","snake","bird","mouse","rat","lion","zebra","penguin","bear","wolverine","fish","turtle","boar","hyena","parrot","horse","cow","sheep","goat","tiger","deer","elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","dog","cat","giraffe","elephant","mouse","horse","alligator","whale","shark","fish","turtle","lion","wolf","penguin","seal","lizard","ant","anteater","bear","grizzly bear","seagull","pigeon","swordfish","salmon","boar","hog","pig","chicken","salamander","octopus","leopard","panther","rhinoceros","puma","cheetah","spider","mosquito","polar bear","mountain lion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","cat","fish","lion","dolphin","tiger","whale","kitten","seahorse","jaguar","horse","alligator","seal","gorilla","kangaroo","parrot","zebra","bat","pig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","cat","dog","monkey","ape","gorilla","dinosaur","panda","pig","goat","lion","tiger","whale","dolphin","fish","koala","dodo","giraffe","donkey","baboon","liger","snake","lizard","gecko","mouse","rat","hamster","seahorse","bird","squirrel","chipmunk","frog","grizzly bear","antelope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","cat","dog","mouse","fish","lion","puppy","rhinoceros","giraffe","zebra","alligator","bird","insect","frog","crow","bear","deer","elk","moose","ram","dolphin","whale","shark","human","buffalo","horse","cow","bull","calf","turkey","goose","duck","chicken","goat","squirrel","gopher","rat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","lion","bear","tiger","giraffe","elephant","rooster","monkey","chimpanzee","tortoise","porcupine","rhinoceros","leopard","snow leopard","jaguar","panther","coyote","raccoon","squirrel","stork","gorilla","fox","goat","cow","horse","turkey","duck","goose","black bear","grizzly bear","cheetah","rat","mouse","pigeon","sheep","hippopotamus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","dog","cat","bird","kangaroo","rat","ant","elephant","jackrabbit","donkey","horse","unicorn","tiger","lion","alligator","eagle","monkey","ape","cheetah","deer","bear","black bear","snake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","dog","cat","fish","bear","lion","horse","goat","sheep","pig","deer","moose","cheetah","donkey","bird","polar bear","turtle","hamster","guinea pig","camel","gorilla","monkey","beaver","sting ray","anaconda","python","spider","tarantula","seal","whale","shark","walrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","turkey","cat","lion","giraffe","turtle","tortoise","elephant","eel","fish","bird","cow","horse","whale","shark","cobra","sheep","hen","bull","crow","wolf","tiger","cheetah","fox","guinea pig","rat","mouse","gerbil","hamster","chihuahua","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","cat","dog","fish","mouse","lion","wolf","shark","bird","manatee","cow","bunny","snake","scorpion","jackal","moose","bobcat","ostrich","whale","dolphin","deer","spider","bee","hawk","elephant","zebra","giraffe","squid","crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","bear","lion","turtle","fish","horse","tiger","elephant","mouse","rat","whale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","cat","dog","horse","lizard","snake","coyote","dolphin","whale","squid","fish","monkey","ape","baboon","zebra","lion","giraffe","leopard","cockatoo","emu","kiwi bird","penguin","wolf","hawk","eagle","pelican","warthog","mongoose","scorpion","mosquito","deer","moose","manatee","bird","walrus","shrimp","chicken","cow","pig","ostrich","horned toad","frog","python","gorilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","dog","cat","dolphin","jaguar","cheetah","lion","antelope","german shepherd","siamese cat","beagle","husky","shihtzu","macaw","kiwi bird","toucan","dove","cardinal","canary","goldfish","turtle","snake","lizard","bearded dragon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","dog","cat","goose","moose","snake","shark","alligator","lion","bear","tiger","leopard","gorilla","ape","gazelle","meerkat","fish","sting ray","cheetah","kangaroo","rat","hamster","monkey","chimpanzee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","frog","cat","dog","sheep","lamb","chicken","rooster","horse","kangaroo","flamingo","bee","butterfly","bull","bear","raccoon","skunk","goose","duck","monkey","pig","scorpion","bird","dolphin","fish","whale","sting ray","shark","starfish","jellyfish","eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","fox","dog","cat","alligator","walrus","polar bear","fish","salmon","pig","cow","ostrich","tiger","lion","leopard","elk","deer","goose","turtle","elephant","louse","rattlesnake","kingsnake","python","boa constrictor","manta ray","great white shark","tiger shark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","dog","cat","elephant","lion","zebra","cheetah","donkey","horse","owl","cow","rhinoceros","monkey","panda","bear","bird","hen","deer","camel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","monkey","giraffe","elephant","sloth","dog","cat","rat","whale","dolphin","fish","bat","bird","eagle","raven","falcon","jaguar","tiger","lion","hippopotamus","zebra","cougar","mouse","guinea pig","pig","horse","sheep","goat","rabbit","snake","spider","worm","bee","fly","centipede","parrot","toucan","gorilla","chimpanzee","meerkat","baboon","salmon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","dog","cat","cow","crow","snake","mouse","beagle","dolphin","orca","whale","swordfish","manta ray","wolf","bear","brown bear","black bear","crocodile","alligator","owl","golden retriever","black lab","pig","fox","lizard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","aardvark","bear","cow","duck","eel","goat","hippopotamus","jaguar","kangaroo","llama","dog","horse","rooster","chicken","octopus","fish","shark","dolphin","whale","sea turtle","tortoise","sheep","hawk","seal","sting ray","mouse","rat","hamster","parakeet","ferret","kitten","tiger","lion","bobcat","peccary","lizard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","dog","horse","cat","corgi","siamese cat","hamster","pig","cow","goat","llama","rat","mouse","snake","lizard","tiger","lion","jaguar","cheetah","toucan","giraffe","alligator","fish","betta fish","whale","starfish","clownfish","shark","bird","pelican","donkey","hen","octopus","hippopotamus","insect","bee","fly","rabbit","eagle","hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","duck","chicken","cow","bird","robin","zebra","lion","leopard","ant","bee","brown bear","polar bear","jaguar","cat","dog","hamster","mouse","pigeon","falcon","human","mammoth","dodo","panda","red panda","penguin","deer","buck","elk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","cat","goat","snake","fish","goose","deer","dog","wolf","lion","frog","beaver","horse","sheep","cow","chicken","hen","turkey","rat","mouse","hippopotamus","zebra","bear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","dog","camel","frog","turtle","giraffe","lion","fish","cat","hermit crab","crab","turkey","shark","dolphin","whale","gorilla","eagle","ostrich","zebra","snake","reptile","crayfish","starfish","gazelle","goose","guinea pig","orca","eel","seal","penguin","flamingo","shrimp","salmon","wolf","sheep","cow","chicken","mouse","leopard","lizard","cobra","opossum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","dog","moose","cat","snake","elephant","lizard","chihuahua","german shepherd","eagle","bald eagle","wolverine","bat","bird","fish","swordfish","rabbit","golden retriever","python","raccoon","sting ray","human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","cat","dog","fish","squirrel","lion","monkey","hippopotamus","elephant","rabbit","crow","robin","polar bear","grizzly bear","brown bear","mouse","rat","quail","lizard","horse","mule","chicken","goat","pig","cow","rooster","hen","bobcat","mountain lion","emu","zebra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","zebra","lion","bear","dog","tiger","monkey","cat","fish","turtle","rhinoceros","duck","goose","kangaroo","tortoise","buffalo","shark","whale","rabbit","seal","walrus","frog","cheetah","jaguar","panther","sloth","lizard","snake","gecko","spider","pig","horse","cow","mountain lion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","cat","dog","bird","horse","chicken","sheep","hen","duck","goose","raven","crow","blue jay","poodle","elephant","giraffe","swan","monkey","alligator","whale","shark","dolphin","fish","clownfish","whale shark","octopus","kangaroo","jellyfish","zebra","roadrunner","coyote","wolf","bear","lion","tiger","donkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","zebra","giraffe","elephant","dog","cat","kangaroo","gorilla","cheetah","lion","bear","elk","mountain lion","coyote","wolf","anteater","hamster","goldfish","betta fish","horse","german shepherd","golden retriever","snake","lizard","bearded dragon","python","frog","toad","dolphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","snake","horse","rabbit","bird","dog","duck","goldfish","tuna","salmon","bass","shark","humpback whale","blue whale","blue jay","raven","eagle","hawk","vulture","cat","turtle","tortoise","camel","human","seal","lion","cheetah","buck","deer","gazelle","elephant","rhinoceros","coyote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","dog","cat","bird","turtle","tortoise","lion","cheetah","fish","whale","dolphin","horse","donkey","wolf","eagle","mouse","rat","squirrel","rodent","reptile","frog","lizard","snake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","cat","bird","lion","tiger","sloth","mouse","shark","fish","fox","goat","cow","lamb","chicken","bear","pig","duck","horse","hawk","owl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","bear","cat","bird","hippopotamus","lion","hamster","mountain lion","giraffe","insect","whale","shark","fish","dolphin","crab","monkey","turkey","pig","cow","horse","ox","donkey","sloth","rhinoceros","ferret","mouse","rat","wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","tiger","bear","butterfly","whale","dog","cat","squirrel","chipmunk","bass","pike","walleye","deer","lizard","rattlesnake","coyote","wolf","squid","seal","porcupine","rat","mouse","fly","bee","turtle","mountain lion","cheetah","monkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","dog","cat","polar bear","mouse","rat","elephant","rhinoceros","shark","dolphin","whale","sting ray","fish","dinosaur","camel","horse","pony","donkey","mule","cow","sheep","goat","chicken","rooster","pig","lion","tiger","cheetah","zebra","gazelle","hyena","boar","weasel","muskrat","groundhog","toucan","flamingo","turtle","monkey","gorilla","chimpanzee","jaguar","bobcat","ferret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","lion","wolf","bear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","cheetah","giraffe","shark","dog","cat","fish","llama","tiger","lion","skunk","bird","falcon","snake","reptile","mammal","whale","jaguar","ram","hippopotamus","insect","swan","vulture","tyrannosaurus rex","leopard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","cat","dog","mouse","rabbit","bunny","tiger","rat","snake","toad","frog","golden retriever","poodle","puppy","giraffe","ant","human","deer","reindeer","moose","antelope","dinosaur","cheetah","monkey","chimpanzee","ape","worm","crab","lobster","fish","shark","dolphin","wolf","cow","pig","sheep","duck","chicken","hen","rooster","donkey","mule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","dog","pig","deer","giraffe","elephant","frog","fish","lizard","snake","whale","shark","fly","ladybug","eagle","peacock","rhinoceros","duck","moose","lion","tiger","monkey","sheep","lamb","goat","mountain lion","squirrel","spider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
